company_name,location,location_type,sales,url,phone_number
"Lancy Co., Ltd.",Beijing(China),Headquarters,573312930,www.lancygroup.com,1053518800.0
"Fuxin Dare Automotive Parts Co.,Ltd",Liaoning(China),Headquarters,573098635,www.dare-auto.com,4183399169.0
"Zhuzhou Qianjin Pharmaceutical Co.,Ltd",Hunan(China),Headquarters,573098635,www.qjyy.com,73122490521.0
City Development Company Of Lan Zhou,Gansu(China),Headquarters,573053430,www.fdzs2.com,9314607718.0
"Xiamen Public Transportation Group Co., Ltd.",Fujian(China),Headquarters,572772000,www.xmbus.com,5925859279.0
"Qingdao Taifa Group Co., Ltd.",Shandong(China),Headquarters,572747000,www.chinataifa.com,53283196786.0
"Shanghai Peng Dun Electronic Commerce Co., Ltd.",Shanghai(China),Headquarters,572708054,www.pdsysh.com,8613310057066.0
"Guangdong Huayi Plumbing Fittings Industry Co., Ltd.",Guangdong(China),Headquarters,572676000,www.huayi-faucet.com,7502737500.0
"Guangzhou Fandao Network Technology Co., Ltd.",Guangdong(China),Headquarters,572676000,www.wismall.com,2032201180.0
"Avic Trust Co.,Ltd.",Jiangxi(China),Headquarters,572554860,www.avictc.com,79186777509.0
"Guangdong Saca Precision Manufacturing Co.,Ltd.",Guangdong(China),Headquarters,572458408,www.sh-abc.cn,75726332266.0
Beijing Papaya Mobile Technology Inc.,Beijing(China),Headquarters,572269247,www.papayamobile.com,1062560702.0
"Ningbo Akin Electronic Technology Co.,Ltd.",Zhejiang(China),Headquarters,572231130,www.yafengqd.com,87165667055.0
"Yunnan Desheng Steel Co., Ltd.",Yunnan(China),Headquarters,571912333,,8784122505.0
"Beijing Niujian Construction Group Co., Ltd.",Beijing(China),Headquarters,571823200,,1069581317.0
Shaanxi Zhongkun Construction Company,Shaanxi(China),Headquarters,571823200,,2985392088.0
"Hangzhou Canal Integrated Protection And Development Group Co., Ltd.",Zhejiang(China),Headquarters,571766875,www.hzyhw.cn,57181865931.0
Beijing Nocinco Specialty Chemical Co Ltd,Beijing(China),Headquarters,571549159,,51268093710.0
"Luoyang Fengli Construction Engineering Co., Ltd.",Henan(China),Headquarters,571383336,www.lyfljz.com,37963331470.0
Nan 'An Energy Industry & Trade Investment & Development Group Co. Ltd,Fujian(China),Headquarters,571354865,,59586391988.0
"Shenzhen Kangtai Biological Products Co.,Ltd.",Guangdong(China),Headquarters,571260700,www.biokangtai.com,75526988558.0
"Bank Of Cangzhou Co.,Ltd",Hebei(China),Headquarters,571158918,www.bankcz.com,3178697833.0
"Taiantang Group Co.,Ltd.",Shanghai(China),Headquarters,571103497,www.taiantang.net,2136338667.0
"Jiangsu Xiandao Investment Development Co., Ltd. (Limited Partnership)",Jiangsu(China),Headquarters,570890173,,51081163619.0
"Jiangsu Kanion Pharmaceutical Co., Ltd.",Jiangsu(China),Headquarters,570709319,www.kanion.com,51885521990.0
"Jiangsu Jiangdong Group Co., Ltd.",Jiangsu(China),Headquarters,570629400,www.dongyin.com,
"Shengyi Electronics Co.,Ltd.",Guangdong(China),Headquarters,570525526,www.sye.com.cn,76989281888.0
Luoding No.6 Construction Engineering Company,Guangdong(China),Headquarters,570406720,,7663725138.0
"Jiangsu Financial Leasing Co.,Ltd.",Jiangsu(China),Headquarters,570212692,www.jsleasing.cn,2586816908.0
"Jiangsu Jurong Fudi Ecological Technology Co., Ltd.",Jiangsu(China),Headquarters,569775179,,51187301706.0
Liuzhou Education Bureau,Guangxi(China),Headquarters,569680000,,7722811280.0
"Zhuzhou Lince Group Co., Ltd.",Hunan(China),Headquarters,569344363,www.lince.com.cn,73128499852.0
"Guangdong Guanghong Holdings Co.,Ltd.",Guangdong(China),Headquarters,569010911,www.ghkg000529.com,2083603985.0
Hitachi-Lg Data Storage (Huizhou) Ltd.,Guangdong(China),Headquarters,568832971,www.hitachi-lg.com,7525750653.0
"Beijing Shouqi (Group) Co., Ltd.",Beijing(China),Headquarters,568518009,www.sqgf.com,1064061238.0
"Tianhong Asset Management Co., Ltd.",Tianjin(China),Headquarters,568501198,www.thfund.com.cn,
"Skyworth Electric Co., Ltd.",Jiangsu(China),Headquarters,568132757,www.skyworth-ea.com,2569830008.0
"Tbea Shenyang Transformer Group Co., Ltd.",Liaoning(China),Headquarters,567931674,www.tbea-sb.com.cn,2425612042.0
"Wuhu Tunghsu Photoelectric Equipment & Technology Co., Ltd.",Anhui(China),Headquarters,567900267,www.dong-xu.com,5535919668.0
"Zhejiang Asia-Pacific Mechanical & Electronic Co.,Ltd",Zhejiang(China),Headquarters,567899234,www.apg.cn,57182761888.0
"Wuhu Construction Investment Co.,Ltd",Anhui(China),Headquarters,567827124,www.wuhujt.com,5535992100.0
Heilongjiang Agriculture Company Limited,Heilongjiang(China),Headquarters,567706681,www.hacl.cn,45155195980.0
"Shanghai Nanhui Development(Group)Co., Ltd.",Shanghai(China),Headquarters,567517413,www.shnhfj.com,2168019559.0
Zangge Mining Company Limited,Qinghai(China),Headquarters,566646153,www.zanggegf.com,9798966600.0
"Huafang Co.,Ltd",Shandong(China),Headquarters,566439053,www.hfgf.cn,5433288398.0
"Zhejiang Wazam New Materials Co., Ltd.",Zhejiang(China),Headquarters,566191284,www.wazam.com.cn,57188650709.0
"Shenzhen Shiboyuan Technology.,Ltd.",Guangdong(China),Headquarters,566152812,www.shiboyuan100.com,
"Jinan Chemical Fertilizer Co., Ltd.",Shandong(China),Headquarters,565967808,,53186511172.0
Sinopharm Group Wenzhou Co.Ltd.,Zhejiang(China),Headquarters,565964671,www.wzshengwu.com,57788167156.0
"Guangdong Marshell Electric Vehicle Co.,Ltd",Guangdong(China),Headquarters,565874036,www.marshell.cn,7583603216.0
Fujian Cement Inc.,Fujian(China),Headquarters,565694025,www.fjcement.com,59188561889.0
Xiamen Kingdomway Group Company,Fujian(China),Headquarters,565639591,www.kingdomway.com,5923781760.0
"Jiangyin Xicheng Steel & Iron  Co.,Ltd.",Jiangsu(China),Headquarters,565537500,www.xichengsteel.com,51086032382.0
"Tbea Hengyang Transformer Co., Ltd.",Hunan(China),Headquarters,565113827,www.tbea.com,
"Chuang Yuan Futures Co.,Ltd",Jiangsu(China),Headquarters,565101429,www.cyqh.com.cn,51268278744.0
China Automotive Technology & Research Center,Tianjin(China),Headquarters,565023151,www.catarc.ac.cn,2284379932.0
"Zhejiang Zhenyuan Share Co., Ltd.",Zhejiang(China),Headquarters,564996079,www.zjzy.com,57585144161.0
Gan & Lee Pharmaceuticals.,Beijing(China),Headquarters,564995922,www.ganlee.com,1056965000.0
Xgd Inc.,Guangdong(China),Headquarters,564948214,www.xgd.com,75583899462.0
"Wanma United Holding Group Co., Ltd.",Zhejiang(China),Headquarters,564915000,www.wanmagroup.com,57188195258.0
"Soochow Securities Co.,Ltd.",Jiangsu(China),Headquarters,564857647,www.dwzq.com.cn,51262601555.0
"Jiuxian Network Technology Co., Ltd.",Beijing(China),Headquarters,564784805,www.jiuxian.com,1056329118.0
"Changsha Rural Commercial Bank Co., Ltd.",Hunan(China),Headquarters,564560859,www.crcbbank.com,73189801670.0
"Shanxi Yaxin Energy Group Co.,Ltd",Shanxi(China),Headquarters,564469400,www.sxyx.com.cn,18035118135.0
"Xibu World Commerce & Trade (Group) Co., Ltd.",Gansu(China),Headquarters,564469400,,9376323737.0
"Guangzhou Pearl River Development Group Co.,Ltd.",Guangdong(China),Headquarters,564256056,www.gzzjsy.com,2083752439.0
"Qingdao Jinshui Holding Group Co., Ltd.",Shandong(China),Headquarters,564114027,www.qdjsgroup.com,53255692520.0
"Bear Electric Appliance Co.,Ltd.",Guangdong(China),Headquarters,564103703,www.bears.com.cn,75729390865.0
"Dali Zhongji Automotive Trade Co., Ltd.",Yunnan(China),Headquarters,564018421,www.ynzjqm.com,8722505890.0
Luoyang Glass Company Limited,Henan(China),Headquarters,563988265,www.zhglb.com,37963908771.0
"Chengdu Kanghong Pharmaceutical Group Co.,Ltd",Sichuan(China),Headquarters,563948378,www.cnkh.com,2887508866.0
"Mys Group Co., Ltd.",Guangdong(China),Headquarters,563920691,www.szmys.com,
"Shenzhen Style Decoration Co.,Ltd.",Guangdong(China),Headquarters,563806065,www.szstyle.cc,75588308562.0
"Dbg Technology Co.,Ltd.",Guangdong(China),Headquarters,563677928,www.dbg.com.cn,7525108688.0
Centown Property Services Group,Beijing(China),Headquarters,563526909,www.icentown.com,13911820915.0
"Shandong Jikelong Co.,Ltd.",Shandong(China),Headquarters,563378900,,
"Hangzhou Anysoft Information Technology Co.,Ltd.",Zhejiang(China),Headquarters,563330049,www.anysoft.cn,57188935580.0
China Eastern Yunnan Airlines,Yunnan(China),Headquarters,563163000,www.aircraftnurse.com,87163406192.0
"China Southern Airlines Group Hainan Co., Ltd.",Hainan(China),Headquarters,563163000,,89865757988.0
"Qingdao Eoroom Intelligent Technology Co.,Ltd.",Shandong(China),Headquarters,563159903,www.eoroom.com,53258621617.0
Central South University,Hunan(China),Headquarters,563042046,www.csu.edu.cn,73188877515.0
"Shandong Huaquan Construction Installation Engineering Co., Ltd.",Shandong(China),Headquarters,563025920,www.sdhuaquan.cn,5397212923.0
"Zhejiang Huifeng Construction Co., Ltd.",Zhejiang(China),Headquarters,563002402,,
China National Instruments Import & Export Group Corporation,Beijing(China),Headquarters,562673719,www.instrimpex.com.cn,
"Ningxia Traffic Investment Group Co., Lt",Ningxia(China),Headquarters,562651656,www.nxcig.com,9516076692.0
"E.Land International Fashion (Shanghai) Co., Ltd.",Shanghai(China),Headquarters,562139988,www.eland.com.cn,
"China Railway Jiujiang Bridge Engineering Co., Ltd.",Jiangxi(China),Headquarters,562029300,www.ztjqgc.cn,7927028519.0
"Jiangxi Dexing Copper Mine Machinery Manufacturing Group Co., Ltd.",Jiangxi(China),Headquarters,562029300,,7937700166.0
"Shanghai Century Publishing (Group) Co., Ltd.",Shanghai(China),Headquarters,561943782,www.shcpg.com.cn,2153594508.0
Harbin No.1 Machine-Building Factory,Heilongjiang(China),Headquarters,561849048,,4517609284.0
"Haikou Rural Commercial Bank Co.,Ltd.",Hainan(China),Headquarters,561809540,www.hainanbank.com.cn,89865395471.0
"Nbtm New Materials Group Co., Ltd.",Zhejiang(China),Headquarters,561755369,www.pm-china.com,57487841061.0
"China Energy Engineering Group Anhui No.1 Electric Power Construction Co.,Ltd.",Anhui(China),Headquarters,561721080,www.aepc1.com,55162576500.0
"Linde (China) Forklift Truck Corp., Ltd.",Fujian(China),Headquarters,561509415,www.lindemh-cn.com,5925533800.0
"Xiamen Light Industry Group Corp.,Ltd.",Fujian(China),Headquarters,561454466,www.xmqinggong.com,5925820038.0
"Nanjing Public Utilities Development Co.,Ltd.",Jiangsu(China),Headquarters,561345705,www.njpud.com,2586383628.0
"Hna Infrastructure Industry Group Co., Ltd.",Hainan(China),Headquarters,561219631,www.hnainfrastructure.com,89868877444.0
Guangxi Tourism Development Group Co.Ltd,Guangxi(China),Headquarters,561214156,www.gxtdg.com,7715772952.0
"Hubei Jinjiang Beer Co., Ltd.",Hubei(China),Headquarters,561090000,www.jinjiangbeer.com,7164727919.0
"Botou Jiaxin Construction Co.,Ltd.",Hebei(China),Headquarters,561046532,,3178225218.0
Zhengzhou University,Henan(China),Headquarters,561010800,www.zzu.edu.cn,37167783111.0
"Shanghai Kuaijie Express Co., Ltd.",Shanghai(China),Headquarters,560980000,www.kjkd.com,
Jabil Circuit (Guangzhou) Ltd.,Guangdong(China),Headquarters,560976976,www.jabil.com,
"China World Trade Center Co.,Ltd.",Beijing(China),Headquarters,560919461,www.cwtc.com,1065052288.0
"Jiangxi Lianchuang Opto-Electronic Science&Technology Co.,Ltd",Jiangxi(China),Headquarters,560900847,www.lianovation.com.cn,79188161979.0
"Sanya Jinghope Real Estate Co., Ltd.",Hainan(China),Headquarters,560830608,www.jinghope.com,
Tianjin Binhai Xintang Construction Deve,Tianjin(China),Headquarters,560626944,,2225357951.0
Ronglian Group Ltd.,Beijing(China),Headquarters,560378091,www.ronglian.com,4006509498.0
"Zhejiang Ming Jewelry Co.,Ltd.",Zhejiang(China),Headquarters,560313959,www.mingr.com,57582189028.0
"Shanghai Tobacco Group Beijing Cigarette Factory Co., Ltd.",Beijing(China),Headquarters,560161000,,
"China Post & Telecommunications Equipment Zhongnan Co., Ltd.",Hubei(China),Headquarters,559985760,,2782720171.0
"Guangdong Dacheng Construction Group Co., Ltd.",Guangdong(China),Headquarters,559795890,www.gddcjt.com,7592287828.0
"Baotailong New Materials Co.,Ltd",Heilongjiang(China),Headquarters,559760232,www.btlgf.com,4642915999.0
Byd Auto Industry Company Limited,Guangdong(China),Headquarters,559720000,www.bydauto.com.cn,
"Guangxi Wuling Car Co., Ltd.",Guangxi(China),Headquarters,559720000,www.wuling.com.cn,7723750966.0
"Hycet Technology Co., Ltd.",Hebei(China),Headquarters,559720000,www.hycet-ec.com,3122194366.0
Wanxiang Group Corporation,Zhejiang(China),Headquarters,559720000,www.wanxiang.com.cn,57182832999.0
Cpax Ltd.,Fujian(China),Headquarters,559594080,www.bmwlifestyle.com.cn,59260699982222.0
"Zhongyang Grain Reserves Qiqihar Depot Co., Ltd.",Heilongjiang(China),Headquarters,559566078,www.sinograin.com.cn,4522334638.0
"Changsha Gas Industry Co.,Ltd.",Hunan(China),Headquarters,559492800,,73186672526.0
"Jilin Minhang Airport Group Co., Ltd.",Jilin(China),Headquarters,559474005,www.ccairport.net.cn,43188797114.0
"Wuhan Tianhe Airport Co., Ltd.",Hubei(China),Headquarters,559474005,www.whairport.com,
"Zhongyunda Airport Ground Service Co., Ltd.",Beijing(China),Headquarters,559474005,www.zhongyunda.com.cn,
"Telephone World Group Co.,Ltd",Zhejiang(China),Headquarters,559342333,www.zjhjsj.com,15988879403.0
"Bochum Group Co.,Ltd.",Sichuan(China),Headquarters,559232800,www.bohonggroup.com.cn,2885951177.0
"Sinopharm Holding Guangxi Co.,Ltd",Guangxi(China),Headquarters,558658023,www.gk-nn.com,7716782022.0
"Nanjing Cangxi Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,558614658,,2552435695.0
"Three'S Company Media Group Co.,Ltd.",Shaanxi(China),Headquarters,558570502,www.topsrx.com,1057648016.0
"China Energy Engineering Group Northeast No.3 Electric Power Construction Co., Ltd.",Liaoning(China),Headquarters,558495000,www.cepe.com.cn,
"Hunan Wuqiang Industry Group Co.,Ltd",Hunan(China),Headquarters,558495000,www.wuqiang.com,73182852602.0
"Liaoning Wanyou Mechanical Equipment Co., Ltd.",Liaoning(China),Headquarters,558472310,www.nhvsgroup.com,4177050011.0
"Yunnan Airport Group Co.,Ltd.",Yunnan(China),Headquarters,558396719,www.ynairport.com,8717116506.0
"Qingdao Metro Group Co., Ltd.",Shandong(China),Headquarters,558333682,www.qd-metro.com,53258625000.0
Crrc Yangtze Co. Limited,Hubei(China),Headquarters,558307134,www.crrcgc.cc,15071232307.0
"Jinan Railway Operation Group Co., Ltd.",Shandong(China),Headquarters,557984349,www.jnrog.com,53182425235.0
"Dechang Ferrous Alloy (Group) Co.,Ltd.",Sichuan(China),Headquarters,557657961,,8345282124.0
"Hebei Luanhe Industry Co., Ltd.",Hebei(China),Headquarters,557514976,,3153382131.0
Liuzhou Investment Construction Development Co.Ltd,Guangxi(China),Headquarters,557508254,,7722830681.0
"Sichuan Transportation Investment Petrochina Energy Co., Ltd.",Sichuan(China),Headquarters,557465225,www.scjtzy.com.cn,2886934157.0
"Kunming State-Owned Assets Management Operations Co., Ltd.",Yunnan(China),Headquarters,557381084,,87163571006.0
"Kunming Dianchi Investment Co., Ltd.",Yunnan(China),Headquarters,556990034,www.kmdctz.com,87165180261.0
"Shenzhen Yantian Port Group Co,.Ltd",Guangdong(China),Headquarters,556937164,www.ytport.com,75525290160.0
"Anhui Guofeng Group Co., Ltd.",Anhui(China),Headquarters,556850000,,55164322071.0
"Myhome Real Estate Development Group Co.,Ltd.",Hubei(China),Headquarters,556848474,www.000667.com,2787838669.0
"Guangzhou Pearl River Construction Development Co., Ltd.",Guangdong(China),Headquarters,556713131,www.gzrcd.com,2037818802.0
"Beijing Urban Development Group Co., Ltd.",Beijing(China),Headquarters,556523080,www.bcdc.com.cn,
"China Fangda Group Co., Ltd.",Guangdong(China),Headquarters,556499188,www.fangda.com,75526788571.0
"Sinohydro Bureau 12 Co., Ltd.",Zhejiang(China),Headquarters,556261020,www.water12.com,57186829018.0
"Changfeng Group Co., Ltd.",Hunan(China),Headquarters,556204487,www.cfgcn.com,
"Bestlink Technologies Co.,Ltd.",Jiangsu(China),Headquarters,556033839,www.bestlink.com.cn,2584804818.0
"Sinopharm Holding Shanxi Co., Ltd.",Shanxi(China),Headquarters,555869791,www.gykgsx.com,3515266683.0
"Roshow Technology Co.,Ltd",Zhejiang(China),Headquarters,555795924,www.roshowtech.com,57589072976.0
"Shenzhen Grentech Co., Ltd.",Guangdong(China),Headquarters,555283872,www.grentech.com.cn,75526516888.0
"Zhongce Rubber Group Co., Ltd.",Zhejiang(China),Headquarters,555252672,www.zcrubber.com,57186063352.0
"Nantong Jianghai Capacitor Co., Ltd.",Jiangsu(China),Headquarters,555241415,www.jianghai.com,51386572333.0
Xinjiang Uyghur Autonomous Region Dizhi Mineral Exploration Development Bureau,Xinjiang(China),Headquarters,555213120,,9914856253.0
"Fujian Nanping Aluminium Co., Ltd.",Fujian(China),Headquarters,555147669,www.mlfjnp.com,5998737655.0
"Samsung Property & Casualty Insurance Company (China), Ltd.",Shanghai(China),Headquarters,554918640,www.samsunganycar.com,2162080080.0
"Zhejiang Great Southeast Group Co.,Ltd",Zhejiang(China),Headquarters,554724944,www.chinaddn.com,57587091468.0
"Yili Chuanning Biotechnology Co., Ltd.",Xinjiang(China),Headquarters,554458815,www.klcnsw.com,9998077777.0
"China Railway 16 Bureau Group Beijing Metro Engineering Construction Co., Ltd.",Beijing(China),Headquarters,554429532,,1056187301.0
"Sichuan Jiuzhou Electric Co.,Ltd.",Sichuan(China),Headquarters,554357642,www.jiuzhoutech.com.cn,8162336252.0
"Foshan Nanhai No.2 Construction Engineering Co., Ltd.",Guangdong(China),Headquarters,554228640,,75786332239.0
"Ningbo Kang Xin Chemical Fiber Co., Ltd",Zhejiang(China),Headquarters,553780838,www.konced.net,57463099998.0
Cecep Wind-Power Corporation,Beijing(China),Headquarters,553555207,www.cecwpc.cn,1062248896.0
"Jiangsu Zhongke Food Co.,Ltd",Jiangsu(China),Headquarters,553540939,www.ecolovo.com,2569952766.0
"Zhejiang Nasi Education Technology Co., Ltd.",Zhejiang(China),Headquarters,553382408,www.21nice.com,18657177131.0
"Leyou International Commerce Group Co., Ltd.",Beijing(China),Headquarters,553105000,www.leyou.com.cn,1085861200.0
Hebei Construction Group Corporation Limited,Hebei(China),Headquarters,553023601,www.hebjs.com.cn,3123311000.0
"Dalian Deta Holding Co.,Ltd.",Liaoning(China),Headquarters,553003358,www.deta.com.cn,41187536061.0
"Jiye Construction Group Co.,Ltd.",Zhejiang(China),Headquarters,552909048,,57982395648.0
"China Mobile Communication Co., Ltd.",Beijing(China),Headquarters,552882204,html5.mail.10086.cn,
"Guangdong Yizumi Precision Machinery Co.,Ltd.",Guangdong(China),Headquarters,552611369,www.yizumi.com,75729262162.0
"Xiamen Fengfu Construction Labor Services Co., Ltd.",Fujian(China),Headquarters,552609720,,5925134077.0
"Jiangsu Energy Investment Co., Ltd.",Jiangsu(China),Headquarters,552459801,www.js-ei.cn,2552327119.0
"Sevalo Machinery Supply Chain Co.,Ltd.",Hubei(China),Headquarters,552326311,www.sevalo.com,2783254581.0
Hcig New-Energy Company Limited,Hebei(China),Headquarters,552095496,www.suntien.com,31185278925.0
Hefei Baoxun Sports Goods Trading Company Limited,Anhui(China),Headquarters,551924310,www.pousheng.com,
"Jiangsu Zhonghe Huaxing Labour Service. Co., Ltd.",Jiangsu(China),Headquarters,551809388,www.jshxlw.com,2587793266.0
"Minsheng Securities Co.,Ltd.",Shanghai(China),Headquarters,551794704,www.mszq.com,1085127999.0
"China Unionpay Merchant Service Co., Ltd.",Shanghai(China),Headquarters,551720000,www.chinaums.com,2160880818.0
"Dandong Shijianshen Tourism Development Co., Ltd.",Liaoning(China),Headquarters,551720000,www.renshenpz.com,15091777997.0
Guangdong Fengle Group Ltd.,Guangdong(China),Headquarters,551720000,www.fenglecn.com,2061721666.0
"Hebei Aviation Investment Group Co., Ltd.",Hebei(China),Headquarters,551720000,www.hbhkjt.com,17193145428.0
"Hejun Zongda Data Technology Co., Ltd.",Jiangsu(China),Headquarters,551720000,www.hejunzongda.com,51257600131.0
"Jiangsu Qile'Er Culture Development Co.,Ltd.",Jiangsu(China),Headquarters,551720000,www.inflatables-supplier.com,2587716657.0
"Jinmai Lang Food Co., Ltd.",Hebei(China),Headquarters,551720000,www.jmlfood.com,
"Nanjing Paipai Lantian Information Technology Co., Ltd.",Beijing(China),Headquarters,551720000,,18612200353.0
"New Singularity International Technical Development Co., Ltd.",Beijing(China),Headquarters,551720000,www.nsitd.com,1050830100.0
"Shenzhen Hezong Culture Co., Ltd.",Guangdong(China),Headquarters,551720000,www.hezongarttou.com,75521536325.0
"Tonghai Guquan Investment Co., Ltd.",Beijing(China),Headquarters,551720000,,1085259812.0
"Wuhan State Electric Power Company Central China Power Grid Co., Ltd.",Hubei(China),Headquarters,551720000,,2786762222.0
Xinhua News Agency,Beijing(China),Headquarters,551720000,www.xinhuanet.com,18201014031.0
"Harbin Jiahe Unlocking Co.,Ltd.",Heilongjiang(China),Headquarters,551664828,www.84kaisuo.cn,45187002848.0
Dashitou Forestry Bureau,Jilin(China),Headquarters,551508544,,
"Nanjing Kangni Mechanical & Electrical Co.,Ltd",Jiangsu(China),Headquarters,551415069,www.kn-nanjing.com,2583497082.0
"Guangdong Dongfang Precision Science & Technology Co., Ltd",Guangdong(China),Headquarters,551339049,www.vmtdf.com,75536889712.0
"Baoshan Hetu Construction Engineering Co., Ltd.",Yunnan(China),Headquarters,551210340,,8752122869.0
Hunan Huaxing Engineering Construction Corporation,Hunan(China),Headquarters,551210340,www.hnhxjs.com,7342418631.0
"Nanning Jianning Water Investment Group Co.,Ltd",Guangxi(China),Headquarters,550918435,www.nnjnwg.com,7714816958.0
"Guangxi China Tin Group Co. ,Ltd.",Guangxi(China),Headquarters,550814000,www.china-tin.com,7722613925.0
Beijing Hyundai Motor Company,Beijing(China),Headquarters,550764480,www.beijing-hyundai.com.cn,
"Bomin Electronics Co.,Ltd.",Guangdong(China),Headquarters,550701637,www.bominelec.com,7532329896.0
Guangzhou Sanyuanli Construction Engingeering Company,Guangdong(China),Headquarters,550661872,,2086627763.0
"Aimer Co., Ltd.",Beijing(China),Headquarters,550415389,www.aimer.com.cn,1064390009.0
"Homelink Real Estate Agency Co., Ltd.",Beijing(China),Headquarters,550365300,bj.lianjia.com,1062035029.0
"Jinzhou State-Owned Capital Investment Operation (Group) Co., Ltd.",Liaoning(China),Headquarters,550338274,www.jzsgyzbtz.com,
"Tianjin Pharmaceutical Holdings Pacific Co., Ltd.",Tianjin(China),Headquarters,550296929,www.tppharm.cn,2223311799.0
"Nanjing Hongya Construction Group Co.,Ltd.",Jiangsu(China),Headquarters,550269864,www.njhongya.com,2552100152.0
"Shenzhen Ruihe Construction Decoration Co.,Ltd",Guangdong(China),Headquarters,550193898,www.sz-ruihe.com,2163352222.0
"Changsha Economic And Technological Development Group Co., Ltd.",Hunan(China),Headquarters,550178569,www.csjkjt.com,73184020573.0
Guangdong Jing Bamda Supply Chain Technology Co. Ltd.,Guangdong(China),Headquarters,550009668,corporate.jd.com,
"Sichuan Gloport Investment Development Group Co., Ltd",Sichuan(China),Headquarters,549991490,www.grtzcn.com,8317192777.0
"Sichuan Changjiang Water Transportation Co., Ltd.",Sichuan(China),Headquarters,549923046,www.scpchotel.com.cn,8303625586.0
"Dayu Water-Saving Group Co., Ltd.",Gansu(China),Headquarters,549830221,www.gsdyjsgs.com,2259679306.0
"Baoshan Xinjie Construction Engineering Co., Ltd.",Yunnan(China),Headquarters,549830000,,8752876624.0
"Gansu Xinglin Architecture Engineering Co., Ltd.",Gansu(China),Headquarters,549830000,,9306215668.0
"Sichuan Chengpu Construction Engineering Co., Ltd.",Sichuan(China),Headquarters,549830000,,8188227066.0
"Sichuan Meishan Dongpo District No.3 Construction Engineering Co.,Ltd.",Sichuan(China),Headquarters,549830000,,8338100248.0
"Taixing Yijian Construction Group Co.,Ltd.",Jiangsu(China),Headquarters,549830000,,52387627011.0
"Kunming Expressway Construction And Development Co.,Ltd.",Yunnan(China),Headquarters,549827875,www.kmgaosu.com,87163202105.0
"Fujian Septwolves Industry Co., Ltd.",Fujian(China),Headquarters,549695075,www.septwolves.com,59585337739.0
"Xiamen Xtep Investment Co., Ltd.",Fujian(China),Headquarters,549589351,www.xteprunclub.com,5922595582.0
"Guangzhou Baiyun Electric Equipment Co.,Ltd.",Guangdong(China),Headquarters,549467483,www.bydq.com,2086060164.0
Nanchang Rail Transit Group Limited Corporation,Jiangxi(China),Headquarters,549068925,www.ncmtr.com,79183892008.0
"Hithink Royalflush Information Network Co.,Ltd.",Zhejiang(China),Headquarters,549013083,www.10jqka.com.cn,57188852766.0
"Beijing Wkw Automotive Parts Co.,Ltd.",Beijing(China),Headquarters,548864328,www.beijing-wkw.com,1069231227.0
"Ordos Wulan Coal Group Co., Ltd.",Inner Mongolia(China),Headquarters,548814899,www.wlmtjt.com,4778691614.0
"Vanchip (Tianjin) Technology Co., Ltd.",Tianjin(China),Headquarters,548809112,www.vanchiptech.com,1084298116.0
"Aishida Co., Ltd.",Zhejiang(China),Headquarters,548756867,www.chinaasd.com,
"Jiangsu Hongyi Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,548742234,,51588280132.0
"Wuxi Wuzhou International Decoration City Co., Ltd.",Jiangsu(China),Headquarters,548599987,www.hkwzig.com,51068025616.0
Gansu Yin'Guang Chemical Industry Company,Gansu(China),Headquarters,548499000,,9438306215.0
Fujian Wujian Construction Group Co. Ltd,Fujian(China),Headquarters,548468000,www.fjwjgs.com,59522386486.0
"Guiyang First Construction Engineering Group Co.,Ltd.",Guizhou(China),Headquarters,548468000,www.gyyjjt.com,85186822260.0
"Hebei Xingda Construction Industry Group Co., Ltd.",Beijing(China),Headquarters,548468000,www.shxd.org.cn,3163213666.0
"Maoming Maonan Construction & Installation Group Co., Ltd.",Guangdong(China),Headquarters,548468000,,6682285204.0
"Ningbo Chuangxin Construction Co., Ltd.",Zhejiang(China),Headquarters,548468000,www.nbcxjs.cn,57487225742.0
"Aecc Aero Science And Technology Co.,Ltd",Sichuan(China),Headquarters,548177175,fast.avic.com,2889358616.0
Leizhou Commerce Enterprise Group Company,Guangdong(China),Headquarters,548048472,,7598852083.0
"Yuan Long Ping High-Tech Agriculture Co.,Ltd.",Hunan(China),Headquarters,548008398,www.lpht.com.cn,73182183880.0
"Anhui Fengyuan Pharmaceutical Co.,Ltd.",Anhui(China),Headquarters,547731065,www.bbcayy.com,55164846018.0
"Hunan Hengzhou Construction Co.,Ltd.",Hunan(China),Headquarters,547630000,,7348853579.0
"Jiangsu Jinfanshui Construction Co.,Ltd.",Jiangsu(China),Headquarters,547630000,,51488428003.0
"Jinxia Construction Group Co., Ltd.",Zhejiang(China),Headquarters,547630000,,
China Mobile Group Xinjiang Company Limited,Xinjiang(China),Headquarters,547610703,www.10086.cn,13909910000.0
"Shenzhen Tewei Kechuang Information Technology Co.,Ltd.",Guangdong(China),Headquarters,547571865,,
"Dongyang State-Owned Assets Investment Co., Ltd.",Zhejiang(China),Headquarters,547550713,,86684466.0
"Farasis Energy (Gan Zhou) Co., Ltd.",Jiangxi(China),Headquarters,547481888,www.farasis.com,7977329849.0
Yueyang City Construction Investment Company Limited,Hunan(China),Headquarters,547450448,,7308691396.0
