company_name,location,location_type,sales,url,phone_number
Intervet India Private Limited,Maharashtra(India),Headquarters,55761051,www.msd-animal-health.com,
Jupiter Bioscience Limited,Telangana(India),Headquarters,55430696,www.jupiterbioscience.com,
Lincoln Pharmaceuticals Limited,Gujarat(India),Headquarters,55382435,www.lincolnpharma.com,7941078000.0
Eugia Pharma Specialities Limited,Telangana(India),Headquarters,54746774,www.eugiapharma.com,4066721200.0
Vital Laboratories Private Limited,Maharashtra(India),Headquarters,54738106,www.vitallab.com,2226104128.0
Ortho Clinical Diagnostics India Private Limited,Maharashtra(India),Headquarters,54413270,www.orthoclinicaldiagnostics.com,2267879300.0
Alivira Animal Health Limited,Maharashtra(India),Headquarters,54262495,www.alivira.co,2241114777.0
Wanbury Limited,Maharashtra(India),Headquarters,53411127,www.wanbury.com,2267942222.0
Supriya Lifescience Limited,Maharashtra(India),Headquarters,53195923,www.supriyalifescience.com,2240332727.0
Rpg Life Sciences Limited,Maharashtra(India),Headquarters,52921775,www.rpglifesciences.com,2224981650.0
Mangalam Drugs And Organics Limited,Maharashtra(India),Headquarters,52399832,www.mangalamdrugs.com,2222616200.0
Siris Limited,Andhra Pradesh(India),Headquarters,51821777,,
Innova Captab Limited,Maharashtra(India),Headquarters,51356480,www.innovacaptab.com,7807808459.0
Hindys Lab Private Limited,Telangana(India),Headquarters,50758040,www.hindyslab.com,4023710405.0
Fermenta Biotech Limited,Maharashtra(India),Headquarters,50644377,www.fermentabiotech.com,2267980888.0
Jubilant Pharmova Limited,Uttar Pradesh(India),Headquarters,50503314,www.jubl.com,1204361000.0
Virupaksha Organics Limited,Telangana(India),Headquarters,50328494,www.virupaksha.com,4023075816.0
Vardhman Chemtech Limited,Punjab(India),Headquarters,49571901,www.vardhmanchemtech.com,9322640452.0
Meghmani Llp,Gujarat(India),Headquarters,49347260,www.meghmanigroup.com,7949030263.0
Cdymax (India) Pharma Private Limited,Karnataka(India),Headquarters,49244555,www.cdymax.in,8110415545.0
Kumar Organic Products Limited,Karnataka(India),Headquarters,48859454,www.kumarorganic.net,9845000830.0
Ind Swift Limited,Chandigarh(India),Headquarters,48612401,www.indswiftltd.com,1725061851.0
Apotex Research Private Limited,Karnataka(India),Headquarters,48438236,www.apotex.com,8022891014.0
Dhruvi Pharma Private Limited,Gujarat(India),Headquarters,48381018,www.dhruvipharma.com,
Abil Chempharma Private Limited,Maharashtra(India),Headquarters,48139435,www.abilchempharma.in,2226846662.0
Aarey Drugs And Pharmaceuticals Limited,Maharashtra(India),Headquarters,48095400,www.aareydrugs.com,2262872999.0
Maxcure Nutravedics Limited,Delhi(India),Headquarters,47510427,www.akums.in,
Saraca Laboratories Limited,Telangana(India),Headquarters,47476379,www.saraca.com,4423112690.0
Pritam International Private Limited,West Bengal(India),Headquarters,47336514,www.wonderproducts.co.in,9312902857.0
Optimus Drugs Private Limited,Telangana(India),Headquarters,47157255,www.optimuspharma.com,
Penam Laboratories Limited,Delhi(India),Headquarters,46987891,www.penam.in,1145096411.0
Panacea Biotec Limited,Delhi(India),Headquarters,46472822,www.panaceabiotec.com,1141679000.0
Alma Laboratories Private Limited,Maharashtra(India),Headquarters,46419850,,2222614645.0
Axar Medicare Private Limited,Gujarat(India),Headquarters,46419850,,
Gangotri Pharma Private Limited,Andhra Pradesh(India),Headquarters,46419850,www.gangotripharma.com,
Merit Pharmaceuticals Private Limited,Goa(India),Headquarters,46419850,,
Mesha Pharma Private Limited,Maharashtra(India),Headquarters,46419850,www.meshapharma.com,9324291175.0
Nirmal Drugs Private Limited,West Bengal(India),Headquarters,46419850,,
Raviprakash Pharmachem Private Limited,Maharashtra(India),Headquarters,46419850,,
Walton Pharma Private Limited,Telangana(India),Headquarters,46419850,,
Win Laboratories Private Limited,Maharashtra(India),Headquarters,46419850,,
Ami Organics Limited,Gujarat(India),Headquarters,46410235,www.amiorganics.com,2613222566.0
Torque Pharmaceuticals Private Limited,Chandigarh(India),Headquarters,46374145,www.torquepharma.com,1722623954.0
Tablets (India) Limited,Tamil Nadu(India),Headquarters,46349249,www.tabletsindia.com,4428589090.0
Amrutanjan Health Care Limited,Tamil Nadu(India),Headquarters,45766927,www.amrutanjan.com,4424984380.0
Vivin Drugs & Pharmaceuticals Private Limited,Telangana(India),Headquarters,45713464,www.vivindrugs.com,4067045635.0
R.L.Fine Chem Private Limited,Karnataka(India),Headquarters,45563443,www.rlfinechem.com,8042488999.0
Tevapharm India Private Limited,Maharashtra(India),Headquarters,45381478,www.tevapharm.com,9004020684.0
Lee Pharma Limited,Telangana(India),Headquarters,44645016,www.leepharma.com,4023770339.0
Lasons India Private Limited,Maharashtra(India),Headquarters,44452455,www.lasons.com,2226400710.0
Servier India Private Limited,Maharashtra(India),Headquarters,44183291,,2268100700.0
Vindhya Organics Private Limited,Telangana(India),Headquarters,44105073,www.vindhyapharma.com,9666777305.0
Otsuka Pharmaceutical India Private Limited,Gujarat(India),Headquarters,43788698,www.otsukapharma.in,7966216000.0
Abbott Diagnostics Medical Private Limited,Haryana(India),Headquarters,43708809,www.globalpointofcare.abbott,1244569000.0
B S P Pharmaceuticals Limited,Gujarat(India),Headquarters,43416900,www.bsppharmaceuticals.com,
